GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Accept
3.34,1039,24,1,6,8,10,6,0,0,0,0,1,0,0,0,0,1
2.22,1016,17,0,7,5,6,3,0,0,0,1,0,0,0,0,0,0
2.83,1053,22,1,9,9,4,6,0,0,1,0,0,0,1,0,0,0
4.0,943,18,0,7,8,6,6,0,1,0,1,0,0,0,0,0,1
3.4,1317,22,1,6,8,5,8,0,0,0,0,0,1,0,0,0,1
2.65,1308,18,1,5,7,7,3,0,0,0,0,0,0,1,0,0,0
2.77,1108,18,0,8,7,4,9,0,1,1,0,0,0,1,0,0,0
3.33,1101,17,0,7,9,6,7,0,1,0,0,0,0,0,1,0,1
3.01,1190,17,1,3,4,8,7,1,2,0,0,0,0,0,1,0,0
4.0,1124,19,0,10,6,6,7,0,1,0,0,0,1,0,0,0,1
2.46,1051,18,0,10,7,3,4,0,1,1,0,1,0,0,0,0,0
2.93,1141,18,0,10,4,10,6,0,1,0,0,0,0,0,0,1,1
2.73,1186,18,1,9,4,10,8,0,3,1,0,0,0,1,0,0,1
2.78,1174,18,1,6,6,5,4,1,0,1,0,0,0,0,1,0,0
3.77,1232,18,0,5,7,6,5,1,2,1,0,0,0,1,0,0,1
3.48,1299,19,0,7,7,4,9,1,0,0,0,1,0,0,0,0,1
2.54,1434,18,0,4,4,4,6,0,1,0,0,0,0,1,0,0,0
3.67,1215,20,1,8,6,9,5,0,3,1,1,0,0,0,0,0,1
2.9,1120,19,0,10,6,7,6,0,2,1,1,0,0,0,0,0,0
3.14,1239,21,1,6,10,5,3,0,2,0,0,0,0,0,1,0,1
3.05,1052,21,1,7,9,9,7,0,2,0,1,0,0,0,0,0,1
2.79,1049,23,1,6,6,6,7,0,0,0,0,1,0,0,0,0,0
2.73,1325,20,0,6,9,5,8,0,1,1,0,1,0,0,0,0,1
2.94,1111,19,0,5,9,7,3,0,1,0,0,0,0,1,0,0,0
2.55,1264,18,0,6,4,8,8,0,0,0,0,0,0,1,0,0,0
3.65,1237,17,0,5,9,7,4,1,0,0,0,0,0,0,1,0,1
3.24,1317,19,0,7,8,4,5,1,3,0,0,0,0,1,0,0,1
2.3,1235,18,1,4,7,6,6,0,2,0,0,1,0,0,0,0,0
3.85,1179,18,0,6,7,10,7,1,1,1,0,1,0,0,0,0,1
3.21,1302,18,1,6,9,8,2,1,2,1,0,0,0,0,0,1,1
3.02,1112,18,0,7,6,8,4,0,0,0,0,0,1,0,0,0,0
3.34,1303,18,1,4,6,7,7,0,1,0,0,0,0,1,0,0,1
3.37,1201,18,1,5,6,4,9,1,2,1,0,0,0,1,0,0,1
3.16,1347,20,0,5,4,8,5,0,1,0,0,0,0,0,0,1,1
2.75,1223,18,1,7,4,6,10,0,1,0,0,0,0,1,0,0,0
3.25,1277,17,0,7,8,6,1,0,2,1,0,1,0,0,0,0,1
3.06,1414,18,0,8,8,5,3,1,0,0,1,0,0,0,0,0,1
4.0,1318,17,0,3,8,9,8,1,0,0,0,0,0,0,1,0,1
3.08,1120,18,0,4,9,10,8,0,2,0,0,1,0,0,0,0,1
2.48,1431,18,0,8,7,8,4,0,0,0,0,0,1,0,0,0,1
3.52,1309,18,0,6,8,7,7,0,0,1,0,0,0,1,0,0,1
3.74,1204,19,0,6,6,6,9,0,1,0,1,0,0,0,0,0,1
3.03,1323,19,0,2,8,6,8,1,1,0,1,0,0,0,0,0,1
3.12,1180,19,0,9,6,7,4,0,0,0,0,0,0,0,0,1,1
3.92,1039,18,1,10,7,8,7,0,2,0,0,0,0,0,0,1,1
3.27,1517,17,0,7,8,6,5,1,3,0,0,0,1,0,0,0,1
2.81,992,18,1,3,8,6,7,0,2,0,0,0,0,0,1,0,0
3.17,1192,19,0,9,6,7,6,0,1,1,0,1,0,0,0,0,1
3.81,1090,17,0,8,6,9,7,0,0,0,1,0,0,0,0,0,1
3.13,1078,17,0,6,7,10,7,0,3,1,0,0,0,1,0,0,1
3.29,1304,18,0,5,9,6,6,0,0,1,0,0,0,1,0,0,1
3.16,1141,17,1,9,7,7,5,0,0,0,0,0,0,1,0,0,1
2.82,1159,17,0,5,5,9,4,0,0,0,0,1,0,0,0,0,0
3.57,1435,18,0,9,5,9,8,1,2,0,0,0,0,1,0,0,1
3.5,1323,17,1,6,6,7,7,0,0,0,1,0,0,0,0,0,1
4.0,1147,17,1,10,7,10,8,0,0,0,0,0,0,0,0,1,1
2.68,1386,22,0,9,5,4,7,0,0,0,1,0,0,0,0,0,1
3.67,1416,18,0,9,6,10,7,1,0,0,0,0,1,0,0,0,1
3.29,1178,19,1,6,5,8,5,0,2,0,0,1,0,0,0,0,1
3.24,1342,19,0,2,5,8,10,0,2,1,0,0,0,0,0,1,1
3.27,1044,17,1,4,8,7,4,0,0,1,1,0,0,0,0,0,0
4.0,1118,18,1,7,8,6,7,0,0,0,0,1,0,0,0,0,1
3.74,1020,19,0,6,5,7,5,0,0,1,0,0,0,1,0,0,0
3.54,1009,18,1,7,10,7,5,0,0,0,0,0,0,0,1,0,1
2.66,1563,18,1,5,10,5,8,0,0,0,0,0,0,1,0,0,1
3.48,1530,17,0,2,6,8,4,0,1,0,1,0,0,0,0,0,1
2.61,1403,19,0,4,4,6,8,0,2,0,0,0,0,1,0,0,0
2.42,1361,19,0,1,4,3,5,0,2,0,1,0,0,0,0,0,0
3.28,1349,17,1,7,7,6,8,0,0,0,0,0,0,0,0,1,1
3.39,1259,20,0,8,8,8,8,0,2,1,0,1,0,0,0,0,1
2.74,1390,19,0,2,5,8,7,0,1,0,1,0,0,0,0,0,0
3.8,1295,17,0,3,10,8,3,0,1,0,0,0,1,0,0,0,1
3.28,1298,21,1,7,3,8,9,0,1,0,0,0,0,0,1,0,1
3.03,1044,18,0,6,7,8,5,0,2,0,1,0,0,0,0,0,0
3.01,1154,24,1,9,1,9,9,0,0,1,1,0,0,0,0,0,0
2.77,1461,19,0,7,6,7,9,0,0,1,0,0,0,0,1,0,1
3.56,1408,17,1,4,8,6,7,0,3,0,0,0,1,0,0,0,1
3.03,1273,18,1,8,8,8,3,0,1,1,0,0,0,0,0,1,1
4.0,1033,25,0,8,6,6,7,0,3,0,1,0,0,0,0,0,1
3.13,1340,19,0,2,7,8,4,0,3,0,0,0,1,0,0,0,1
3.78,1021,23,0,7,8,3,6,1,2,0,0,0,1,0,0,0,1
3.34,1250,17,0,8,6,6,6,0,1,0,0,0,0,0,1,0,1
3.58,1123,19,1,9,5,8,4,0,3,1,0,0,0,0,0,1,1
3.51,1214,18,1,2,9,8,2,0,1,0,0,0,1,0,0,0,1
3.04,1487,23,1,5,5,4,7,0,2,0,0,0,0,0,0,1,1
3.59,1480,17,1,5,7,5,7,0,1,0,1,0,0,0,0,0,1
3.06,1316,18,0,10,7,8,4,0,2,1,0,0,0,0,0,1,1
2.9,1034,18,1,7,6,9,8,0,1,0,0,1,0,0,0,0,0
3.34,1313,22,1,5,10,6,4,0,0,0,0,0,0,0,0,1,1
3.37,1073,19,1,8,7,5,7,0,0,0,0,0,0,0,1,0,1
2.3,1250,17,0,5,9,3,8,0,0,0,0,0,1,0,0,0,0
3.51,1093,25,0,9,9,6,4,0,2,0,0,0,0,1,0,0,1
3.9,1012,19,0,5,8,6,7,1,3,0,0,0,0,0,0,1,1
3.67,1331,18,0,3,10,6,6,1,3,0,0,0,0,0,1,0,1
3.32,1015,23,1,7,10,8,10,0,0,0,0,0,1,0,0,0,1
3.32,1325,18,0,6,7,8,6,0,1,0,0,1,0,0,0,0,1
3.67,963,18,1,6,1,7,5,0,1,1,0,0,0,1,0,0,0
3.62,1352,19,1,5,10,7,6,0,0,0,0,1,0,0,0,0,1
2.94,1426,25,0,6,7,5,9,0,2,0,0,0,0,0,0,1,1
3.72,1299,17,1,7,7,7,6,1,1,0,0,0,1,0,0,0,1
3.76,1298,18,1,5,9,9,9,0,0,1,1,0,0,0,0,0,1
3.39,961,17,0,5,4,5,5,0,1,0,1,0,0,0,0,0,0
2.54,1355,18,1,8,8,6,8,0,1,0,1,0,0,0,0,0,1
3.21,1139,19,0,7,5,10,7,0,3,0,0,0,0,0,0,1,1
3.09,1101,18,1,9,6,9,7,0,2,0,0,0,0,0,0,1,1
3.41,1159,17,0,7,8,5,10,1,0,0,0,0,0,0,0,1,1
3.06,1234,17,0,7,4,8,4,0,0,0,1,0,0,0,0,0,0
3.3,1144,18,1,7,7,6,7,0,0,0,0,0,1,0,0,0,1
3.74,1091,18,1,6,6,7,10,0,1,0,0,0,1,0,0,0,1
3.16,1406,18,1,7,7,5,4,0,0,0,0,0,0,0,1,0,1
3.03,1162,17,0,7,8,9,6,0,2,1,0,0,0,0,1,0,1
2.77,1352,17,1,4,8,6,6,0,0,0,0,0,1,0,0,0,0
3.74,1177,18,0,7,8,5,8,0,0,0,0,0,0,0,1,0,1
3.24,1181,18,1,6,5,4,7,0,2,0,0,0,1,0,0,0,0
2.31,1205,18,0,9,9,5,5,1,1,0,1,0,0,0,0,0,0
2.24,1058,17,1,5,8,7,6,0,1,0,0,1,0,0,0,0,0
4.0,1577,17,0,10,8,7,7,0,1,0,1,0,0,0,0,0,1
3.17,1229,18,0,2,5,5,8,0,1,0,0,0,0,0,1,0,0
3.01,1023,19,0,5,4,6,7,0,2,0,0,0,0,0,1,0,0
4.0,1417,17,0,5,8,4,7,0,0,0,0,0,1,0,0,0,1
2.47,1051,21,1,5,4,8,6,0,0,0,0,0,0,0,1,0,0
3.78,1035,18,1,6,5,7,8,0,0,0,0,0,0,0,0,1,1
3.23,1221,18,1,9,8,7,4,0,0,0,0,0,1,0,0,0,1
3.17,1167,18,1,7,5,4,8,0,1,0,0,0,0,0,1,0,0
2.94,1600,18,1,6,5,10,3,1,0,0,1,0,0,0,0,0,1
4.0,1444,17,0,8,5,10,6,1,1,1,0,0,1,0,0,0,1
2.02,1401,18,0,6,5,8,6,0,0,0,0,0,0,0,1,0,0
3.0,1112,17,0,6,5,7,8,0,0,0,0,0,0,0,0,1,0
3.35,1324,17,1,8,9,5,8,0,2,1,1,0,0,0,0,0,1
3.5,1141,21,1,10,7,9,8,1,0,0,0,0,0,0,1,0,1
3.59,1275,17,0,8,6,8,9,0,0,1,0,0,0,0,1,0,1
2.62,995,18,0,6,10,7,6,0,3,0,0,0,1,0,0,0,0
2.59,1146,19,0,7,4,4,5,0,0,0,0,0,0,0,1,0,0
3.31,1183,18,0,2,6,8,5,0,1,1,0,0,1,0,0,0,0
3.07,1207,18,0,9,7,6,4,0,1,0,0,0,0,0,1,0,1
4.0,981,21,0,6,5,8,6,0,0,0,1,0,0,0,0,0,1
3.03,1095,18,0,8,4,6,7,0,1,0,0,0,0,0,1,0,0
2.46,1349,18,0,6,10,9,3,0,0,0,1,0,0,0,0,0,0
2.88,1175,19,0,8,6,7,4,1,1,0,0,0,0,0,0,1,0
2.86,1374,18,0,6,6,4,8,1,1,0,0,0,0,0,0,1,1
3.82,1221,18,0,3,3,6,4,0,0,0,0,0,1,0,0,0,1
3.05,1023,19,1,5,8,6,6,0,0,0,0,1,0,0,0,0,0
3.58,1478,18,1,6,7,10,4,0,0,0,0,0,0,1,0,0,1
3.95,1001,19,1,7,10,4,7,0,1,0,0,1,0,0,0,0,1
3.1,1196,17,1,10,8,8,4,0,0,0,0,1,0,0,0,0,1
2.54,1253,18,0,10,8,8,5,0,0,0,0,0,0,0,1,0,1
2.95,1054,18,1,5,5,7,10,0,0,0,0,0,0,1,0,0,0
3.6,1175,17,0,4,6,5,10,0,0,0,0,0,1,0,0,0,1
3.23,1259,18,0,3,5,8,9,0,0,1,0,1,0,0,0,0,1
3.22,1271,18,1,7,3,4,10,0,2,0,1,0,0,0,0,0,1
2.24,1181,22,0,7,6,6,7,1,1,0,0,0,0,0,1,0,0
4.0,1414,19,0,7,6,6,7,0,1,1,0,0,0,0,0,1,1
2.94,1183,18,0,7,6,8,4,0,1,1,0,0,0,1,0,0,0
3.53,1321,17,0,5,7,7,6,0,0,1,0,1,0,0,0,0,1
3.35,1080,18,0,6,4,4,8,0,0,1,0,0,1,0,0,0,0
3.22,1216,18,0,4,7,7,2,0,0,0,0,0,0,1,0,0,0
3.02,1292,18,0,8,2,7,5,0,0,0,0,0,0,0,1,0,0
3.09,1052,17,0,8,2,5,8,0,0,1,0,0,1,0,0,0,0
2.65,1268,18,0,5,5,8,7,0,1,1,0,0,1,0,0,0,0
3.23,1158,18,1,5,7,7,8,0,0,0,0,0,0,1,0,0,1
3.28,1207,17,1,2,9,6,2,0,2,0,1,0,0,0,0,0,0
3.28,1501,18,0,9,5,5,6,0,1,1,0,0,0,0,0,1,1
3.21,1247,17,0,7,5,4,8,0,0,1,0,0,0,1,0,0,1
2.7,1204,25,0,4,8,4,7,0,2,0,0,0,1,0,0,0,0
3.11,1319,18,0,5,5,7,4,0,0,0,0,0,0,1,0,0,0
2.89,1143,22,1,5,8,6,10,0,0,0,0,0,0,1,0,0,0
3.73,1326,18,1,7,7,4,7,0,2,0,0,0,0,0,0,1,1
4.0,1020,18,1,7,9,8,4,0,1,0,0,0,0,0,1,0,1
2.8,912,18,0,9,9,7,3,1,0,1,0,0,1,0,0,0,0
2.49,1209,17,1,4,8,6,8,0,2,0,0,0,1,0,0,0,0
2.86,1128,20,1,7,2,8,8,1,0,1,1,0,0,0,0,0,0
3.01,1314,18,1,6,9,7,10,0,3,1,0,0,0,1,0,0,1
2.98,1523,17,1,7,9,6,3,0,1,0,0,0,1,0,0,0,1
2.93,1075,20,0,5,9,8,8,0,0,1,0,0,0,0,1,0,0
3.44,1378,18,1,5,5,7,5,0,0,1,0,1,0,0,0,0,1
3.08,938,17,1,7,4,8,7,0,0,0,0,1,0,0,0,0,0
2.64,1099,18,1,8,8,6,7,0,1,1,0,0,0,0,0,1,0
2.97,1217,18,1,9,7,9,6,1,0,0,0,1,0,0,0,0,1
4.0,1291,17,0,10,9,5,3,0,0,1,0,0,0,0,0,1,1
2.62,1225,17,1,3,6,6,8,0,2,0,0,0,0,1,0,0,0
2.31,1249,18,0,7,5,5,2,0,3,0,1,0,0,0,0,0,0
3.9,1277,17,0,10,10,10,6,1,0,1,0,0,1,0,0,0,1
3.77,1213,18,0,6,4,9,6,0,3,1,1,0,0,0,0,0,1
3.94,1448,18,1,5,6,3,7,0,1,0,0,0,0,1,0,0,1
3.44,1111,17,0,8,5,9,8,0,2,1,0,0,0,0,0,1,1
2.72,1400,19,1,7,3,4,7,1,1,0,1,0,0,0,0,0,0
2.87,1091,21,0,4,4,6,8,0,1,0,0,0,0,1,0,0,0
3.6,1259,18,0,6,5,6,4,0,1,1,0,0,0,0,1,0,1
3.72,1223,18,1,5,5,4,6,0,2,0,0,0,0,0,0,1,1
3.47,1147,19,1,7,7,7,4,0,0,0,0,0,0,0,0,1,1
3.93,1250,18,0,4,8,7,6,0,1,0,0,0,0,0,1,0,1
2.9,1133,17,0,5,3,6,8,0,1,1,0,0,1,0,0,0,0
3.74,1369,18,0,6,3,6,4,0,1,1,0,1,0,0,0,0,1
2.56,1143,19,0,7,8,6,9,0,0,0,0,0,0,0,0,1,0
2.29,1339,17,0,5,5,7,5,0,1,0,1,0,0,0,0,0,0
3.3,1272,20,0,6,5,6,9,0,1,0,0,1,0,0,0,0,1
2.84,1218,18,0,5,8,10,3,0,3,0,0,0,0,0,1,0,0
2.99,1283,18,0,5,10,7,10,0,0,0,0,0,0,1,0,0,1
3.76,1433,17,0,4,7,3,7,0,1,1,0,0,0,0,1,0,1
2.0,1397,24,1,4,4,6,9,1,1,0,0,0,1,0,0,0,0
3.63,1238,17,1,7,7,4,2,0,2,0,0,0,0,0,0,1,1
2.48,1200,17,0,5,5,6,10,0,0,0,1,0,0,0,0,0,0
3.37,1204,20,1,6,7,9,6,0,1,0,0,0,0,0,1,0,1
3.7,933,17,0,5,6,8,9,0,1,0,0,0,0,0,0,1,1
3.98,1181,19,0,7,7,5,7,0,0,0,0,1,0,0,0,0,1
3.35,1123,22,0,8,5,5,10,1,3,0,1,0,0,0,0,0,1
3.5,1128,17,0,6,8,10,4,0,2,1,0,1,0,0,0,0,1
3.17,1041,18,1,6,6,5,8,1,1,0,0,1,0,0,0,0,0
3.38,1484,17,1,5,10,9,7,0,0,0,1,0,0,0,0,0,1
3.66,1452,18,1,4,9,8,7,0,0,0,1,0,0,0,0,0,1
3.78,1456,17,1,10,9,7,6,1,0,0,1,0,0,0,0,0,1
3.22,1473,19,0,8,5,9,8,0,0,0,0,0,0,1,0,0,1
2.8,976,18,0,6,7,7,7,0,0,1,1,0,0,0,0,0,0
3.45,1470,23,0,5,4,8,10,0,3,1,0,0,0,0,0,1,1
2.44,1205,17,1,8,4,7,7,1,0,0,0,0,0,0,0,1,0
3.13,1221,22,1,10,7,3,2,0,1,0,0,1,0,0,0,0,0
3.14,1415,18,0,7,5,5,8,1,2,0,0,0,0,0,0,1,1
3.08,1292,18,1,6,8,8,4,0,0,0,1,0,0,0,0,0,1
2.92,1257,20,0,7,5,8,5,0,2,0,0,0,0,0,1,0,0
2.88,1139,18,1,7,6,9,8,0,1,1,0,0,0,0,0,1,0
3.81,1245,18,0,8,6,7,4,0,1,0,0,0,0,1,0,0,1
3.64,1266,19,1,10,5,7,7,0,0,1,0,0,0,0,0,1,1
3.08,1311,18,0,7,6,7,6,0,2,0,0,0,0,1,0,0,1
3.35,1382,18,1,9,6,6,6,0,1,0,0,0,0,0,0,1,1
3.54,1242,18,0,6,3,5,9,0,1,0,0,0,0,1,0,0,1
3.27,1178,18,1,7,5,6,3,1,0,0,1,0,0,0,0,0,0
2.33,1155,18,0,7,9,7,5,1,1,1,0,0,0,1,0,0,0
3.61,1301,20,1,6,10,10,10,0,1,1,0,0,1,0,0,0,1
2.94,1259,17,0,8,7,5,10,0,0,0,0,0,0,1,0,0,1
4.0,1225,18,0,10,6,7,4,0,1,1,0,0,0,0,1,0,1
3.31,1261,18,1,8,9,8,3,0,0,0,0,0,0,1,0,0,1
3.39,1397,19,1,8,7,6,7,0,1,0,1,0,0,0,0,0,1
3.66,1055,18,1,8,8,7,8,0,2,0,0,0,0,1,0,0,1
3.18,1397,17,0,6,5,7,9,0,3,0,0,1,0,0,0,0,1
2.15,1227,19,1,7,6,5,5,0,1,0,0,0,0,1,0,0,0
3.78,1397,18,1,7,6,6,6,0,0,0,1,0,0,0,0,0,1
2.68,1142,18,1,5,4,5,7,0,1,0,1,0,0,0,0,0,0
2.1,1107,17,0,6,2,3,5,0,0,1,0,1,0,0,0,0,0
3.2,1081,17,1,9,3,9,8,0,3,1,0,0,1,0,0,0,1
3.21,1411,20,1,5,4,6,5,0,0,0,0,0,0,0,0,1,1
2.78,1259,17,1,6,4,9,8,0,1,0,0,0,1,0,0,0,0
2.95,1199,18,0,7,6,5,6,1,0,1,0,0,1,0,0,0,0
2.0,1243,17,1,2,5,4,5,0,0,0,1,0,0,0,0,0,0
2.83,1169,24,1,6,5,5,10,0,1,0,0,1,0,0,0,0,0
2.7,1195,18,1,5,7,6,6,0,2,0,0,0,1,0,0,0,0
3.66,1203,21,0,9,8,8,8,0,2,0,0,0,0,1,0,0,1
4.0,1279,17,0,6,7,5,6,0,1,0,0,1,0,0,0,0,1
2.99,1204,20,0,10,8,8,5,0,3,0,0,0,0,1,0,0,1
3.36,1258,17,0,5,6,7,3,0,1,0,1,0,0,0,0,0,1
2.49,1034,18,0,6,6,6,3,0,0,0,0,0,0,0,0,1,0
3.52,1185,19,0,4,4,8,6,0,1,0,0,0,0,1,0,0,1
4.0,1349,17,1,7,8,8,8,0,2,0,0,0,0,0,1,0,1
3.36,1225,17,1,6,1,6,4,0,1,0,0,1,0,0,0,0,0
2.64,1067,18,0,10,6,10,4,0,2,1,0,0,0,0,1,0,0
2.65,947,23,0,5,6,6,8,0,0,0,0,0,0,0,1,0,0
3.56,1182,19,1,7,8,8,9,0,0,0,0,0,0,0,0,1,1
3.32,1121,18,0,7,9,7,8,0,0,0,1,0,0,0,0,0,1
3.23,1454,25,1,9,7,8,8,0,1,0,0,1,0,0,0,0,1
3.95,970,18,1,7,4,7,4,0,1,0,0,1,0,0,0,0,0
3.57,1303,19,0,7,8,8,6,0,0,0,1,0,0,0,0,0,1
3.56,1267,17,1,6,8,1,8,0,0,0,0,0,0,0,1,0,1
2.88,1175,19,1,10,6,6,7,0,0,0,0,0,0,0,0,1,0
3.31,1170,23,1,5,8,6,5,0,2,0,1,0,0,0,0,0,0
2.95,1307,18,0,6,10,8,6,0,1,1,0,0,0,0,1,0,1
2.91,1117,23,1,9,8,10,1,0,0,0,0,0,0,0,1,0,0
2.44,1204,18,1,9,9,7,8,1,0,0,0,1,0,0,0,0,1
3.03,1206,17,0,10,7,8,6,1,0,0,0,0,1,0,0,0,1
2.94,1389,17,1,6,7,7,7,0,0,0,0,0,0,0,1,0,1
2.62,1224,18,1,4,4,7,4,1,3,0,0,0,1,0,0,0,0
3.8,1127,19,1,5,8,5,3,0,3,0,0,0,0,0,1,0,1
3.11,1275,18,1,6,7,6,10,0,2,1,0,0,0,0,1,0,1
2.84,1121,18,0,9,6,8,8,0,0,0,0,0,0,1,0,0,0
3.75,1042,17,0,6,7,8,4,0,0,0,0,0,0,0,1,0,1
3.01,1240,18,1,7,7,2,8,0,1,0,1,0,0,0,0,0,0
3.26,1129,18,0,10,9,5,7,0,2,0,0,0,0,0,0,1,1
2.69,1091,17,0,7,8,7,7,0,0,0,0,0,0,0,0,1,0
3.34,1237,17,1,8,7,7,7,0,0,0,0,0,1,0,0,0,1
3.79,1067,18,0,6,10,9,6,0,1,1,1,0,0,0,0,0,1
2.79,1172,17,1,8,7,10,7,0,1,0,0,1,0,0,0,0,1
3.95,1071,18,0,3,7,9,7,0,2,1,0,0,0,0,0,1,1
3.91,1347,18,1,6,8,3,2,1,0,1,0,1,0,0,0,0,1
3.83,1150,18,0,8,2,5,3,0,1,1,0,0,0,0,0,1,1
3.49,1159,18,1,7,5,7,8,0,3,1,0,0,0,0,1,0,1
2.97,1292,17,1,8,6,7,5,1,0,0,0,1,0,0,0,0,1
3.91,1166,21,0,7,9,9,8,0,2,0,0,0,0,0,0,1,1
3.47,1119,19,1,8,6,10,5,0,0,1,0,0,1,0,0,0,1
3.25,1277,18,1,6,8,9,7,0,0,0,0,0,0,0,1,0,1
3.53,1296,17,0,7,6,6,8,0,3,0,0,0,0,0,0,1,1
2.53,1294,18,1,4,4,7,8,0,2,0,0,0,0,0,1,0,0
2.87,1126,18,1,5,3,7,6,0,0,0,0,0,1,0,0,0,0
3.81,1290,18,1,7,4,6,7,0,1,0,0,0,1,0,0,0,1
3.82,1169,17,1,6,7,7,5,0,1,0,0,0,0,0,1,0,1
2.65,1329,18,0,3,9,7,10,0,0,1,0,1,0,0,0,0,1
3.25,1185,18,1,7,10,9,5,0,2,0,0,0,0,0,1,0,1
3.96,1377,22,0,7,2,7,1,0,0,0,0,0,0,0,0,1,1
2.9,1205,18,0,7,6,5,10,0,0,1,0,0,0,1,0,0,1
2.59,1209,18,1,5,7,4,7,0,3,0,0,0,1,0,0,0,0
3.13,1455,18,0,4,5,7,10,0,2,0,0,0,0,0,0,1,1
3.82,1541,18,0,7,7,8,8,0,2,0,0,0,0,0,1,0,1
3.96,1322,18,1,7,6,5,6,0,0,0,0,0,0,0,1,0,1
3.33,1159,23,1,5,4,8,7,0,0,0,0,0,0,0,0,1,0
3.39,1445,17,1,5,6,4,6,0,0,0,1,0,0,0,0,0,1
3.41,1131,23,1,8,5,10,7,0,1,0,0,0,0,1,0,0,1
3.46,965,18,1,9,3,6,6,0,1,0,0,1,0,0,0,0,0
3.18,1127,21,0,6,5,4,2,0,0,0,0,1,0,0,0,0,0
3.07,1287,18,0,10,9,4,9,0,0,0,0,0,0,0,0,1,1
3.51,1112,19,1,3,8,3,7,0,0,0,1,0,0,0,0,0,0
3.84,1340,18,1,10,5,7,5,1,2,0,0,0,0,0,0,1,1
3.08,1045,19,0,5,8,7,4,0,3,0,0,0,1,0,0,0,0
3.68,1154,17,1,6,7,1,4,0,1,1,0,0,0,1,0,0,0
3.52,1068,17,0,7,6,6,9,0,0,0,1,0,0,0,0,0,1
3.02,1380,19,1,8,4,3,7,1,1,1,0,0,0,0,0,1,1
2.45,1289,17,1,6,3,6,6,0,1,0,0,1,0,0,0,0,0
2.43,1289,18,1,2,3,4,6,0,2,0,0,1,0,0,0,0,0
2.98,1421,17,0,5,6,8,8,1,1,0,0,0,1,0,0,0,1
3.88,961,17,1,2,5,8,5,0,2,0,0,0,0,1,0,0,0
3.75,1015,17,0,5,5,8,6,0,2,0,0,0,0,0,0,1,1
3.43,1161,18,1,6,5,7,9,0,0,0,0,0,0,0,0,1,1
3.31,1466,18,0,10,8,7,7,0,0,1,0,0,0,1,0,0,1
3.12,1273,20,1,6,6,4,4,0,1,1,0,1,0,0,0,0,0
3.45,876,17,0,6,7,7,8,0,0,0,0,0,0,1,0,0,0
2.8,1135,19,0,7,7,7,9,0,2,1,0,1,0,0,0,0,0
2.3,1204,19,1,3,6,6,8,0,2,0,1,0,0,0,0,0,0
2.44,1131,18,0,7,6,5,8,0,0,0,1,0,0,0,0,0,0
2.37,1405,17,1,7,5,9,7,0,1,0,0,0,0,1,0,0,1
2.7,1464,18,0,5,8,3,7,0,0,0,1,0,0,0,0,0,1
2.93,1168,20,0,8,4,7,7,0,1,0,0,0,0,0,0,1,0
3.37,1153,18,0,8,10,6,8,0,2,0,0,0,0,1,0,0,1
3.46,1117,17,1,7,6,3,2,0,1,1,0,0,0,0,0,1,0
3.54,1051,17,1,6,5,2,6,1,1,0,0,0,0,0,0,1,0
2.65,940,18,0,5,10,8,6,0,1,0,1,0,0,0,0,0,0
2.82,1303,18,1,6,6,4,9,0,1,0,0,1,0,0,0,0,0
3.36,1158,17,1,7,7,2,7,0,2,0,0,0,0,0,0,1,0
3.08,1068,18,1,5,10,9,7,0,0,0,0,0,1,0,0,0,1
3.22,1173,18,0,9,5,8,7,0,0,1,0,0,0,0,0,1,1
3.21,1165,18,0,3,7,4,7,0,1,1,0,0,1,0,0,0,0
3.17,1065,18,0,6,5,8,8,0,0,0,0,1,0,0,0,0,0
2.92,1480,17,0,5,3,8,5,0,1,1,0,0,0,0,0,1,1
2.05,1296,17,1,6,5,3,5,0,0,0,0,0,1,0,0,0,0
4.0,1375,17,0,6,6,3,8,0,2,0,0,0,1,0,0,0,1
3.12,1441,18,0,5,7,6,7,0,0,0,0,0,0,1,0,0,1
3.26,1253,19,1,8,8,7,10,0,2,1,1,0,0,0,0,0,1
3.15,1406,18,1,7,5,8,8,0,2,0,1,0,0,0,0,0,1
2.48,1430,18,1,7,5,6,10,0,0,0,0,0,0,0,0,1,1
3.39,1090,17,1,10,9,7,5,0,1,0,0,0,1,0,0,0,1
2.8,1080,17,1,7,8,7,5,0,3,1,0,0,0,0,1,0,0
2.78,1363,17,0,8,7,6,5,0,1,1,0,0,0,1,0,0,1
2.85,1280,19,1,6,9,9,5,0,1,1,1,0,0,0,0,0,1
2.91,1283,17,0,10,9,6,3,0,1,0,1,0,0,0,0,0,1
2.33,1247,23,1,6,8,5,10,0,0,1,0,0,1,0,0,0,0
3.3,1250,18,0,7,8,10,7,0,0,0,0,0,0,0,1,0,1
2.79,1108,18,1,6,4,5,7,0,2,0,1,0,0,0,0,0,0
3.72,1219,18,0,4,7,7,7,0,2,1,1,0,0,0,0,0,1
3.37,1289,17,1,5,4,7,4,0,0,1,0,0,0,0,1,0,1
3.97,1226,18,1,6,9,5,7,0,0,0,0,0,0,0,0,1,1
